offer_id,customer_id,campaign_id,product_name,lead_source,decile_group,loan_amount,interest_rate
OFFER-02806,CUST-8F09B182,CMP-002,Personal Loan,Cold_Bought_List,2,3000,22.99
OFFER-02807,CUST-8F0D2F3F,CMP-002,Personal Loan,Organic_Web_Form,10,25000,6.99
OFFER-02808,CUST-8F6263A5,CMP-003,Personal Loan,Cold_Bought_List,1,1000,24.99
OFFER-02809,CUST-8F712BFC,CMP-006,Personal Loan,Cold_Bought_List,2,5000,16.99
OFFER-02810,CUST-8F8718DF,CMP-002,Signature Credit Card,Cold_Bought_List,1,500,27.99
OFFER-02811,CUST-8F8F02A3,CMP-001,Signature Credit Card,Organic_Web_Form,5,3000,16.99
OFFER-02812,CUST-8F93A4AB,CMP-007,Personal Loan,Cold_Bought_List,2,8000,20.0
OFFER-02813,CUST-8FA449DF,CMP-001,Personal Loan,Cold_Bought_List,4,6000,15.0
OFFER-02814,CUST-8FAA9A93,CMP-003,Signature Credit Card,Partner_Referral,7,6000,13.49
OFFER-02815,CUST-8FB94C2A,CMP-005,Signature Credit Card,Partner_Referral,4,1000,19.99
OFFER-02816,CUST-8FBAA848,CMP-003,Signature Credit Card,Cold_Bought_List,1,500,19.99
OFFER-02817,CUST-8FC9ED3F,CMP-002,Personal Loan,Cold_Bought_List,2,5000,17.5
OFFER-02818,CUST-8FD4B2E5,CMP-004,Signature Credit Card,Organic_Web_Form,9,7500,9.99
OFFER-02819,CUST-8FD4B2E5,CMP-005,Signature Credit Card,Organic_Web_Form,9,7500,14.99
OFFER-02820,CUST-8FE604D6,CMP-001,Signature Credit Card,Cold_Bought_List,1,2000,24.99
OFFER-02821,CUST-9008F2CB,CMP-004,Personal Loan,Organic_Web_Form,7,7500,9.49
OFFER-02822,CUST-901A6102,CMP-006,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-02823,CUST-901DF2C7,CMP-003,Personal Loan,Organic_Web_Form,7,12000,8.49
OFFER-02824,CUST-9021433B,CMP-002,Signature Credit Card,Partner_Referral,7,6000,11.99
OFFER-02825,CUST-9027C57E,CMP-003,Signature Credit Card,Cold_Bought_List,1,1000,27.99
OFFER-02826,CUST-90509656,CMP-003,Signature Credit Card,Cold_Bought_List,7,7500,12.49
OFFER-02827,CUST-90558676,CMP-006,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-02828,CUST-9080A8DD,CMP-003,Signature Credit Card,Organic_Web_Form,10,10000,6.99
OFFER-02829,CUST-90876A3B,CMP-002,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-02830,CUST-908AA1DA,CMP-006,Personal Loan,Partner_Referral,4,8000,12.49
OFFER-02831,CUST-909B3061,CMP-001,Signature Credit Card,Cold_Bought_List,1,2500,19.0
OFFER-02832,CUST-909BEBAE,CMP-003,Personal Loan,Organic_Web_Form,7,8000,9.49
OFFER-02833,CUST-909BEBAE,CMP-004,Personal Loan,Organic_Web_Form,7,8000,9.49
OFFER-02834,CUST-909F2149,CMP-001,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-02835,CUST-90BD3B28,CMP-001,Personal Loan,Organic_Web_Form,4,5000,12.5
OFFER-02836,CUST-90BE7C73,CMP-008,Personal Loan,Cold_Bought_List,1,1000,29.99
OFFER-02837,CUST-90E7421E,CMP-003,Signature Credit Card,Cold_Bought_List,2,1500,19.99
OFFER-02838,CUST-90F9DF6D,CMP-003,Signature Credit Card,Cold_Bought_List,1,500,22.99
OFFER-02839,CUST-9106DF29,CMP-007,Personal Loan,Cold_Bought_List,2,5000,14.99
OFFER-02840,CUST-910A968F,CMP-002,Personal Loan,Organic_Web_Form,8,12000,8.49
OFFER-02841,CUST-91326AA0,CMP-006,Personal Loan,Partner_Referral,9,12000,6.99
OFFER-02842,CUST-9141F197,CMP-002,Signature Credit Card,Partner_Referral,7,6000,13.99
OFFER-02843,CUST-914D0B87,CMP-001,Signature Credit Card,Cold_Bought_List,1,500,24.99
OFFER-02844,CUST-916AD0BF,CMP-006,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-02845,CUST-9171DA79,CMP-001,Signature Credit Card,Partner_Referral,10,10000,11.99
OFFER-02846,CUST-917FB00D,CMP-003,Signature Credit Card,Cold_Bought_List,1,2000,25.99
OFFER-02847,CUST-91855EC2,CMP-003,Personal Loan,Cold_Bought_List,2,2000,22.0
OFFER-02848,CUST-9196FE58,CMP-001,Signature Credit Card,Partner_Referral,7,7500,11.99
OFFER-02849,CUST-919ECAE9,CMP-003,Personal Loan,Organic_Web_Form,7,12000,8.49
OFFER-02850,CUST-91ABD7C9,CMP-001,Signature Credit Card,Cold_Bought_List,4,1000,24.99
OFFER-02851,CUST-91ABD7C9,CMP-002,Signature Credit Card,Organic_Web_Form,8,10000,7.99
OFFER-02852,CUST-91ACE617,CMP-007,Signature Credit Card,Cold_Bought_List,2,1000,24.99
OFFER-02853,CUST-91D0AB2E,CMP-002,Personal Loan,Cold_Bought_List,8,20000,15.0
OFFER-02854,CUST-91E4F0E6,CMP-003,Signature Credit Card,Partner_Referral,7,8000,13.49
OFFER-02855,CUST-91F208DD,CMP-002,Personal Loan,Organic_Web_Form,7,12000,9.99
OFFER-02856,CUST-91F208DD,CMP-003,Personal Loan,Organic_Web_Form,7,8000,9.49
OFFER-02857,CUST-91F208DD,CMP-004,Personal Loan,Organic_Web_Form,7,8000,9.49
OFFER-02858,CUST-91F9D93D,CMP-002,Signature Credit Card,Cold_Bought_List,1,500,29.99
OFFER-02859,CUST-91F9D93D,CMP-003,Signature Credit Card,Cold_Bought_List,6,2000,15.99
OFFER-02860,CUST-9217BEFA,CMP-006,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-02861,CUST-921B44A9,CMP-009,Personal Loan,Organic_Web_Form,7,12000,8.25
OFFER-02862,CUST-921E97A5,CMP-007,Personal Loan,Organic_Web_Form,5,5000,11.49
OFFER-02863,CUST-9228DD24,CMP-009,Personal Loan,Cold_Bought_List,3,12000,11.49
OFFER-02864,CUST-92307212,CMP-001,Signature Credit Card,Cold_Bought_List,1,3000,18.99
OFFER-02865,CUST-9236E1F9,CMP-002,Personal Loan,Cold_Bought_List,4,5000,15.49
OFFER-02866,CUST-9248DB1E,CMP-003,Signature Credit Card,Cold_Bought_List,1,1000,27.99
OFFER-02867,CUST-9256B120,CMP-002,Personal Loan,Partner_Referral,7,20000,9.49
OFFER-02868,CUST-926EC167,CMP-001,Signature Credit Card,Cold_Bought_List,4,500,20.49
OFFER-02869,CUST-928CB92C,CMP-006,Personal Loan,Partner_Referral,7,8000,9.49
OFFER-02870,CUST-92928B7A,CMP-003,Personal Loan,Organic_Web_Form,10,30000,5.99
OFFER-02871,CUST-9293EEAE,CMP-003,Personal Loan,Cold_Bought_List,1,1000,29.99
OFFER-02872,CUST-92A6496C,CMP-007,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-02873,CUST-92AFD3F1,CMP-002,Personal Loan,Organic_Web_Form,5,5000,9.49
OFFER-02874,CUST-92D14A0C,CMP-002,Personal Loan,Cold_Bought_List,2,5000,14.99
OFFER-02875,CUST-92E10660,CMP-001,Personal Loan,Organic_Web_Form,9,20000,6.99
OFFER-02876,CUST-92E67F93,CMP-002,Personal Loan,Organic_Web_Form,10,25000,5.99
OFFER-02877,CUST-92E73EA6,CMP-003,Personal Loan,Cold_Bought_List,1,2000,24.99
OFFER-02878,CUST-92FA6770,CMP-007,Signature Credit Card,Organic_Web_Form,10,10000,12.99
OFFER-02879,CUST-930B15D7,CMP-002,Personal Loan,Cold_Bought_List,3,4000,18.49
OFFER-02880,CUST-930F9688,CMP-007,Signature Credit Card,Partner_Referral,7,6000,11.49
OFFER-02881,CUST-931081A1,CMP-003,Signature Credit Card,Cold_Bought_List,10,3000,14.99
OFFER-02882,CUST-9317568C,CMP-006,Personal Loan,Cold_Bought_List,2,5000,14.99
OFFER-02883,CUST-932B6F04,CMP-002,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-02884,CUST-932B6F04,CMP-003,Personal Loan,Organic_Web_Form,7,12000,9.49
OFFER-02885,CUST-933F1EC8,CMP-006,Personal Loan,Organic_Web_Form,9,25000,6.99
OFFER-02886,CUST-93436A19,CMP-002,Signature Credit Card,Cold_Bought_List,6,4000,18.99
OFFER-02887,CUST-9344C044,CMP-006,Personal Loan,Cold_Bought_List,2,5000,16.99
OFFER-02888,CUST-9347F517,CMP-003,Personal Loan,Cold_Bought_List,1,2000,24.99
OFFER-02889,CUST-934AF4B6,CMP-002,Signature Credit Card,Partner_Referral,7,10000,12.99
OFFER-02890,CUST-9359CE7D,CMP-003,Signature Credit Card,Cold_Bought_List,4,3000,18.99
OFFER-02891,CUST-93BF5714,CMP-008,Signature Credit Card,Organic_Web_Form,5,3000,16.99
OFFER-02892,CUST-93C1A8A4,CMP-009,Personal Loan,Organic_Web_Form,10,30000,5.99
OFFER-02893,CUST-93C3AFC8,CMP-006,Personal Loan,Partner_Referral,4,3000,21.99
OFFER-02894,CUST-93E0F604,CMP-003,Personal Loan,Cold_Bought_List,2,3000,16.49
OFFER-02895,CUST-93EB7585,CMP-003,Signature Credit Card,Organic_Web_Form,4,3000,18.49
OFFER-02896,CUST-9403EA4C,CMP-002,Personal Loan,Organic_Web_Form,10,25000,5.99
OFFER-02897,CUST-940F8DEF,CMP-002,Personal Loan,Organic_Web_Form,5,12000,9.99
OFFER-02898,CUST-9413D77B,CMP-008,Personal Loan,Cold_Bought_List,4,12000,10.5
OFFER-02899,CUST-941807CC,CMP-009,Signature Credit Card,Organic_Web_Form,10,10000,5.99
OFFER-02900,CUST-9433ACE9,CMP-003,Signature Credit Card,Partner_Referral,9,6000,13.49
OFFER-02901,CUST-9438BA42,CMP-007,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-02902,CUST-94446DA8,CMP-001,Signature Credit Card,Partner_Referral,10,30000,9.99
OFFER-02903,CUST-944AFBC1,CMP-003,Signature Credit Card,Partner_Referral,10,7500,9.99
OFFER-02904,CUST-944D48E1,CMP-002,Personal Loan,Organic_Web_Form,6,8000,9.49
OFFER-02905,CUST-9450FCAB,CMP-003,Personal Loan,Organic_Web_Form,7,12000,8.49
OFFER-02906,CUST-94737F6A,CMP-006,Personal Loan,Partner_Referral,4,6000,18.49
OFFER-02907,CUST-949A8A4B,CMP-001,Signature Credit Card,Cold_Bought_List,3,4000,17.99
OFFER-02908,CUST-949A8A4B,CMP-007,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-02909,CUST-949A8A4B,CMP-008,Signature Credit Card,Cold_Bought_List,2,1000,27.99
OFFER-02910,CUST-949F7F2C,CMP-006,Personal Loan,Partner_Referral,4,12000,9.49
OFFER-02911,CUST-94A801C6,CMP-002,Personal Loan,Organic_Web_Form,10,25000,6.99
OFFER-02912,CUST-94B87696,CMP-003,Signature Credit Card,Cold_Bought_List,1,200,22.99
OFFER-02913,CUST-94C56134,CMP-001,Signature Credit Card,Cold_Bought_List,1,500,21.99
OFFER-02914,CUST-94D97503,CMP-001,Signature Credit Card,Organic_Web_Form,9,15000,12.5
OFFER-02915,CUST-94D97503,CMP-002,Signature Credit Card,Organic_Web_Form,5,5000,14.99
OFFER-02916,CUST-94D97503,CMP-003,Signature Credit Card,Organic_Web_Form,5,5000,17.99
OFFER-02917,CUST-94D97503,CMP-005,Signature Credit Card,Organic_Web_Form,5,2500,16.99
OFFER-02918,CUST-94D97503,CMP-010,Signature Credit Card,Cold_Bought_List,5,5000,17.99
OFFER-02919,CUST-94D97503,CMP-013,Signature Credit Card,Organic_Web_Form,8,15000,10.99
OFFER-02920,CUST-94F8AD40,CMP-008,Personal Loan,Organic_Web_Form,4,3000,12.49
OFFER-02921,CUST-94FAC804,CMP-001,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-02922,CUST-95009381,CMP-002,Personal Loan,Organic_Web_Form,7,18000,10.49
OFFER-02923,CUST-9504CE86,CMP-006,Personal Loan,Partner_Referral,4,7000,14.25
OFFER-02924,CUST-9512E851,CMP-002,Personal Loan,Organic_Web_Form,1,2000,14.99
OFFER-02925,CUST-9512E851,CMP-008,Personal Loan,Organic_Web_Form,4,8000,11.49
OFFER-02926,CUST-951743C9,CMP-006,Personal Loan,Partner_Referral,7,8000,9.49
OFFER-02927,CUST-954C617D,CMP-001,Personal Loan,Partner_Referral,10,20000,7.5
OFFER-02928,CUST-95608CB4,CMP-002,Personal Loan,Cold_Bought_List,7,25000,7.99
OFFER-02929,CUST-958333FD,CMP-003,Signature Credit Card,Partner_Referral,5,2000,15.49
OFFER-02930,CUST-959B45BD,CMP-008,Personal Loan,Cold_Bought_List,1,3000,17.99
OFFER-02931,CUST-959BDA18,CMP-001,Signature Credit Card,Cold_Bought_List,7,3000,16.5
OFFER-02932,CUST-959BDA18,CMP-007,Signature Credit Card,Cold_Bought_List,4,1000,18.49
OFFER-02933,CUST-959C2465,CMP-001,Signature Credit Card,Organic_Web_Form,9,7500,11.49
OFFER-02934,CUST-95C82DBD,CMP-002,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-02935,CUST-95F960E8,CMP-001,Signature Credit Card,Cold_Bought_List,1,2000,24.99
OFFER-02936,CUST-960250FD,CMP-002,Personal Loan,Partner_Referral,10,20000,6.99
OFFER-02937,CUST-960250FD,CMP-003,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-02938,CUST-961067FE,CMP-003,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-02939,CUST-9615AEB8,CMP-001,Personal Loan,Cold_Bought_List,2,8000,16.49
OFFER-02940,CUST-9615AEB8,CMP-006,Signature Credit Card,Cold_Bought_List,5,7500,18.49
OFFER-02941,CUST-961BB5E7,CMP-001,Signature Credit Card,Organic_Web_Form,8,6000,13.99
OFFER-02942,CUST-961BB5E7,CMP-007,Personal Loan,Organic_Web_Form,9,25000,6.99
OFFER-02943,CUST-963CD4F0,CMP-006,Personal Loan,Organic_Web_Form,4,8000,12.49
OFFER-02944,CUST-96616ABC,CMP-009,Personal Loan,Partner_Referral,10,20000,9.5
OFFER-02945,CUST-9684B8F3,CMP-008,Personal Loan,Organic_Web_Form,10,25000,6.99
OFFER-02946,CUST-96978D78,CMP-005,Signature Credit Card,Partner_Referral,9,7500,14.99
OFFER-02947,CUST-969C64EA,CMP-003,Personal Loan,Organic_Web_Form,7,8000,9.49
OFFER-02948,CUST-969C64EA,CMP-007,Personal Loan,Organic_Web_Form,10,30000,6.99
OFFER-02949,CUST-96A9B638,CMP-002,Personal Loan,Organic_Web_Form,5,5000,10.49
OFFER-02950,CUST-96E4388B,CMP-001,Personal Loan,Partner_Referral,8,7500,9.5
OFFER-02951,CUST-96E4388B,CMP-006,Personal Loan,Partner_Referral,7,20000,9.5
OFFER-02952,CUST-96F84B59,CMP-002,Personal Loan,Cold_Bought_List,4,15000,11.5
OFFER-02953,CUST-9716FA48,CMP-005,Signature Credit Card,Organic_Web_Form,7,1500,14.99
OFFER-02954,CUST-972038A3,CMP-003,Personal Loan,Cold_Bought_List,4,8000,19.0
OFFER-02955,CUST-972038A3,CMP-009,Signature Credit Card,Organic_Web_Form,7,10000,12.99
OFFER-02956,CUST-973669B1,CMP-002,Signature Credit Card,Organic_Web_Form,9,10000,15.99
OFFER-02957,CUST-974530D2,CMP-003,Signature Credit Card,Partner_Referral,7,7500,10.99
OFFER-02958,CUST-9748F153,CMP-003,Personal Loan,Organic_Web_Form,7,25000,7.99
OFFER-02959,CUST-97564007,CMP-003,Signature Credit Card,Partner_Referral,3,3500,18.49
OFFER-02960,CUST-9757B466,CMP-003,Signature Credit Card,Partner_Referral,3,4000,17.99
OFFER-02961,CUST-975BAA8C,CMP-003,Personal Loan,Partner_Referral,3,4000,18.99
OFFER-02962,CUST-975BAA8C,CMP-010,Signature Credit Card,Cold_Bought_List,4,4000,17.99
OFFER-02963,CUST-976564B9,CMP-010,Personal Loan,Partner_Referral,8,25000,7.99
OFFER-02964,CUST-97789E26,CMP-003,Business Line of Credit,Organic_Web_Form,5,8000,12.0
OFFER-02965,CUST-977939DB,CMP-003,Signature Credit Card,Organic_Web_Form,5,1200,16.99
OFFER-02966,CUST-97943397,CMP-005,Signature Credit Card,Organic_Web_Form,5,5000,14.99
OFFER-02967,CUST-97B1051A,CMP-001,Personal Loan,Organic_Web_Form,10,25000,6.99
OFFER-02968,CUST-97B1051A,CMP-006,Signature Credit Card,Cold_Bought_List,4,2500,15.5
OFFER-02969,CUST-97B95778,CMP-001,Signature Credit Card,Cold_Bought_List,2,1500,21.99
OFFER-02970,CUST-97CE7680,CMP-005,Signature Credit Card,Partner_Referral,9,7500,6.99
OFFER-02971,CUST-97D5D757,CMP-002,Personal Loan,Organic_Web_Form,10,30000,5.99
OFFER-02972,CUST-980D6628,CMP-008,Personal Loan,Partner_Referral,5,12000,16.99
OFFER-02973,CUST-983E7BDC,CMP-008,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-02974,CUST-98506F8D,CMP-002,Personal Loan,Organic_Web_Form,5,15000,12.5
OFFER-02975,CUST-985524F7,CMP-006,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-02976,CUST-9869DEF5,CMP-002,Personal Loan,Organic_Web_Form,10,25000,6.75
OFFER-02977,CUST-986CADF0,CMP-003,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-02978,CUST-986D824D,CMP-001,Signature Credit Card,Organic_Web_Form,9,5000,14.99
OFFER-02979,CUST-986D824D,CMP-002,Signature Credit Card,Cold_Bought_List,5,5000,17.99
OFFER-02980,CUST-986D824D,CMP-005,Signature Credit Card,Cold_Bought_List,5,2500,17.99
OFFER-02981,CUST-98803848,CMP-008,Personal Loan,Cold_Bought_List,4,6000,16.49
OFFER-02982,CUST-9880DDDB,CMP-010,Personal Loan,Partner_Referral,10,25000,6.99
OFFER-02983,CUST-988B77C4,CMP-005,Signature Credit Card,Cold_Bought_List,7,3000,16.99
OFFER-02984,CUST-988C32DB,CMP-002,Personal Loan,Organic_Web_Form,9,20000,6.99
OFFER-02985,CUST-988C32DB,CMP-003,Personal Loan,Organic_Web_Form,9,20000,6.99
OFFER-02986,CUST-98A8449A,CMP-001,Signature Credit Card,Cold_Bought_List,1,500,24.99
OFFER-02987,CUST-98BC6414,CMP-009,Personal Loan,Partner_Referral,10,20000,6.99
OFFER-02988,CUST-98C108BB,CMP-005,Signature Credit Card,Cold_Bought_List,2,1000,22.99
OFFER-02989,CUST-98C3D9AE,CMP-002,Personal Loan,Organic_Web_Form,10,25000,6.99
OFFER-02990,CUST-98D4D446,CMP-001,Signature Credit Card,Cold_Bought_List,2,500,21.99
OFFER-02991,CUST-98EC3EAD,CMP-003,Signature Credit Card,Partner_Referral,7,6000,13.99
OFFER-02992,CUST-98F5F503,CMP-006,Personal Loan,Partner_Referral,4,6000,18.49
OFFER-02993,CUST-99183C6C,CMP-003,Signature Credit Card,Partner_Referral,7,6000,14.49
OFFER-02994,CUST-9938E82E,CMP-002,Personal Loan,Organic_Web_Form,5,15000,9.5
OFFER-02995,CUST-9938E82E,CMP-009,Personal Loan,Organic_Web_Form,7,20000,7.99
OFFER-02996,CUST-995FCDDF,CMP-001,Personal Loan,Organic_Web_Form,8,25000,8.25
OFFER-02997,CUST-996B7583,CMP-008,Personal Loan,Organic_Web_Form,4,7500,11.75
OFFER-02998,CUST-997619D6,CMP-002,Signature Credit Card,Cold_Bought_List,2,1500,21.99
OFFER-02999,CUST-9976538B,CMP-006,Personal Loan,Cold_Bought_List,4,8000,16.99
OFFER-03000,CUST-997D7D7D,CMP-007,Signature Credit Card,Organic_Web_Form,10,10000,12.99
OFFER-03001,CUST-9985911A,CMP-003,Signature Credit Card,Partner_Referral,7,12000,11.99
OFFER-03002,CUST-99C01AF7,CMP-003,Personal Loan,Organic_Web_Form,10,30000,6.49
OFFER-03003,CUST-99DCD0F9,CMP-004,Personal Loan,Partner_Referral,7,12000,16.5
OFFER-03004,CUST-99E3AE6D,CMP-003,Personal Loan,Organic_Web_Form,8,25000,7.99
OFFER-03005,CUST-99E7A58E,CMP-002,Personal Loan,Organic_Web_Form,5,8000,10.49
OFFER-03006,CUST-99EED620,CMP-002,Signature Credit Card,Cold_Bought_List,4,1000,16.5
OFFER-03007,CUST-99F68471,CMP-001,Signature Credit Card,Organic_Web_Form,10,10000,10.49
OFFER-03008,CUST-9A006C59,CMP-001,Personal Loan,Organic_Web_Form,9,25000,6.99
OFFER-03009,CUST-9A037E90,CMP-006,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-03010,CUST-9A0D0408,CMP-009,Signature Credit Card,Cold_Bought_List,5,2000,18.99
OFFER-03011,CUST-9A1D0501,CMP-003,Signature Credit Card,Cold_Bought_List,1,4000,21.99
OFFER-03012,CUST-9A231CC7,CMP-002,Signature Credit Card,Cold_Bought_List,5,5000,17.99
OFFER-03013,CUST-9A231CC7,CMP-003,Signature Credit Card,Cold_Bought_List,5,1000,17.99
OFFER-03014,CUST-9A231CC7,CMP-005,Signature Credit Card,Cold_Bought_List,5,7500,17.99
OFFER-03015,CUST-9A29953D,CMP-006,Personal Loan,Cold_Bought_List,2,3000,22.5
OFFER-03016,CUST-9A34F84C,CMP-002,Personal Loan,Organic_Web_Form,2,5000,12.99
OFFER-03017,CUST-9A3CDDD0,CMP-002,Personal Loan,Organic_Web_Form,7,12000,10.49
OFFER-03018,CUST-9A530398,CMP-003,Personal Loan,Organic_Web_Form,7,12000,9.49
OFFER-03019,CUST-9A54B3D1,CMP-002,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-03020,CUST-9A58AFAB,CMP-001,Signature Credit Card,Cold_Bought_List,4,1000,17.99
OFFER-03021,CUST-9A614D23,CMP-003,Signature Credit Card,Partner_Referral,4,4000,17.99
OFFER-03022,CUST-9A96EECC,CMP-001,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-03023,CUST-9A9C5CE9,CMP-001,Signature Credit Card,Cold_Bought_List,2,1000,24.99
OFFER-03024,CUST-9A9C5CE9,CMP-002,Signature Credit Card,Cold_Bought_List,4,2000,17.99
OFFER-03025,CUST-9A9C5CE9,CMP-003,Personal Loan,Cold_Bought_List,1,2000,24.99
OFFER-03026,CUST-9AAA63FF,CMP-002,Personal Loan,Cold_Bought_List,2,3000,22.99
OFFER-03027,CUST-9AAA63FF,CMP-003,Personal Loan,Organic_Web_Form,2,8000,14.5
OFFER-03028,CUST-9AAA63FF,CMP-008,Personal Loan,Organic_Web_Form,2,8000,14.99
OFFER-03029,CUST-9AB6B407,CMP-001,Signature Credit Card,Organic_Web_Form,8,7500,14.99
OFFER-03030,CUST-9AD0C6FA,CMP-002,Signature Credit Card,Partner_Referral,5,3000,16.99
OFFER-03031,CUST-9AD0C6FA,CMP-007,Signature Credit Card,Organic_Web_Form,10,7500,14.99
OFFER-03032,CUST-9AD0C6FA,CMP-008,Signature Credit Card,Organic_Web_Form,7,7500,14.99
OFFER-03033,CUST-9AD43379,CMP-002,Signature Credit Card,Organic_Web_Form,10,10000,6.99
OFFER-03034,CUST-9AD43379,CMP-009,Signature Credit Card,Cold_Bought_List,1,200,25.99
OFFER-03035,CUST-9AD7A2DB,CMP-009,Signature Credit Card,Organic_Web_Form,9,6000,9.99
OFFER-03036,CUST-9AE24BB7,CMP-002,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-03037,CUST-9AF47CBA,CMP-006,Personal Loan,Cold_Bought_List,4,3000,16.49
OFFER-03038,CUST-9AFDF5C9,CMP-005,Personal Loan,Organic_Web_Form,9,20000,9.75
OFFER-03039,CUST-9B05BCD8,CMP-006,Personal Loan,Cold_Bought_List,1,3000,17.99
OFFER-03040,CUST-9B0A60F0,CMP-008,Personal Loan,Cold_Bought_List,2,2000,21.99
OFFER-03041,CUST-9B216ABB,CMP-001,Signature Credit Card,Cold_Bought_List,1,500,24.99
OFFER-03042,CUST-9B4313EF,CMP-005,Signature Credit Card,Organic_Web_Form,9,7500,11.99
OFFER-03043,CUST-9B4385D8,CMP-002,Personal Loan,Organic_Web_Form,7,8000,9.5
OFFER-03044,CUST-9B45592D,CMP-001,Signature Credit Card,Partner_Referral,9,7500,10.99
OFFER-03045,CUST-9B466C8B,CMP-001,Signature Credit Card,Cold_Bought_List,1,500,24.99
OFFER-03046,CUST-9B466C8B,CMP-007,Signature Credit Card,Organic_Web_Form,4,1500,18.49
OFFER-03047,CUST-9B483430,CMP-001,Personal Loan,Cold_Bought_List,1,5000,14.99
OFFER-03048,CUST-9B6D01F7,CMP-002,Personal Loan,Organic_Web_Form,5,8000,10.49
OFFER-03049,CUST-9B9A8D99,CMP-002,Personal Loan,Organic_Web_Form,6,20000,17.0
OFFER-03050,CUST-9B9A8D99,CMP-003,Signature Credit Card,Partner_Referral,10,10000,11.99
OFFER-03051,CUST-9B9A8D99,CMP-009,Personal Loan,Partner_Referral,8,25000,7.99
OFFER-03052,CUST-9BA333BB,CMP-006,Personal Loan,Partner_Referral,4,8000,12.49
OFFER-03053,CUST-9BA39DF5,CMP-001,Personal Loan,Organic_Web_Form,9,15000,6.99
OFFER-03054,CUST-9BA819D6,CMP-009,Signature Credit Card,Cold_Bought_List,1,500,24.99
OFFER-03055,CUST-9BAA4930,CMP-010,Signature Credit Card,Cold_Bought_List,3,2000,20.99
OFFER-03056,CUST-9BAF2A66,CMP-005,Signature Credit Card,Partner_Referral,4,1000,21.99
OFFER-03057,CUST-9BC92FE8,CMP-002,Personal Loan,Organic_Web_Form,10,30000,5.99
OFFER-03058,CUST-9BDE2205,CMP-001,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-03059,CUST-9BDFE932,CMP-001,Signature Credit Card,Cold_Bought_List,4,4000,17.99
OFFER-03060,CUST-9BE5B437,CMP-008,Signature Credit Card,Cold_Bought_List,3,750,22.99
OFFER-03061,CUST-9BEB7E4F,CMP-006,Personal Loan,Partner_Referral,7,12000,9.5
OFFER-03062,CUST-9C0AA2F7,CMP-008,Personal Loan,Organic_Web_Form,5,8000,10.49
OFFER-03063,CUST-9C17CB63,CMP-001,Signature Credit Card,Partner_Referral,3,2500,16.0
OFFER-03064,CUST-9C2CCE3C,CMP-001,Personal Loan,Organic_Web_Form,9,25000,6.99
OFFER-03065,CUST-9C425E00,CMP-002,Signature Credit Card,Partner_Referral,7,4000,14.49
OFFER-03066,CUST-9C425E00,CMP-010,Personal Loan,Cold_Bought_List,1,3000,24.99
OFFER-03067,CUST-9C474CC0,CMP-009,Signature Credit Card,Cold_Bought_List,4,3000,16.99
OFFER-03068,CUST-9C486E67,CMP-001,Signature Credit Card,Cold_Bought_List,1,500,24.99
OFFER-03069,CUST-9C555D62,CMP-006,Personal Loan,Partner_Referral,4,8000,16.99
OFFER-03070,CUST-9C6267EC,CMP-008,Signature Credit Card,Cold_Bought_List,1,2000,22.99
OFFER-03071,CUST-9C62755C,CMP-006,Personal Loan,Partner_Referral,4,8000,12.49
OFFER-03072,CUST-9C64DB47,CMP-003,Personal Loan,Cold_Bought_List,2,4000,24.99
OFFER-03073,CUST-9C73180B,CMP-001,Signature Credit Card,Cold_Bought_List,4,4000,16.99
OFFER-03074,CUST-9C7A2BF7,CMP-008,Signature Credit Card,Organic_Web_Form,5,3000,17.99
OFFER-03075,CUST-9C7B9707,CMP-006,Personal Loan,Partner_Referral,7,8000,9.49
OFFER-03076,CUST-9C833408,CMP-003,Personal Loan,Partner_Referral,7,12000,10.49
OFFER-03077,CUST-9C9FEE80,CMP-002,Personal Loan,Partner_Referral,10,30000,5.99
OFFER-03078,CUST-9CA59537,CMP-002,Personal Loan,Organic_Web_Form,5,8000,11.49
OFFER-03079,CUST-9CB0267E,CMP-002,Signature Credit Card,Partner_Referral,7,10000,16.99
